code_type,code,description,reason
HS6,290943,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monobutyl ethers of ethylene glycol or of diethylene glycol",No UCC match found above confidence threshold
HS6,290944,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909",No UCC match found above confidence threshold
HS6,290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4",No UCC match found above confidence threshold
HS6,291010,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives; oxirane (ethylene oxide)",No UCC match found above confidence threshold
HS6,291020,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, methyloxirane (propylene oxide)",No UCC match found above confidence threshold
HS6,291030,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, 1-chloro-2,3-epoxypropane (epichlorohydrin)",No UCC match found above confidence threshold
HS6,291040,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, dieldrin (ISO, INN)",No UCC match found above confidence threshold
HS6,291050,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, endrin (ISO)",No UCC match found above confidence threshold
HS6,291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910",No UCC match found above confidence threshold
HS6,291100,"Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives",No UCC match found above confidence threshold
HS6,291211,"Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)",No UCC match found above confidence threshold
HS6,291212,"Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)",No UCC match found above confidence threshold
HS6,291219,"Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1",No UCC match found above confidence threshold
HS6,291221,"Aldehydes; cyclic, without other oxygen function, benzaldehyde",No UCC match found above confidence threshold
HS6,291229,"Aldehydes; cyclic, without other oxygen function, other than benzaldehyde",No UCC match found above confidence threshold
HS6,291241,"Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)",No UCC match found above confidence threshold
HS6,291242,"Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)",No UCC match found above confidence threshold
HS6,291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)",No UCC match found above confidence threshold
HS6,291250,Aldehydes; cyclic polymers of aldehydes,No UCC match found above confidence threshold
HS6,291260,Paraformaldehyde,No UCC match found above confidence threshold
HS6,291411,"Ketones; acyclic, without other oxygen function, acetone",No UCC match found above confidence threshold
HS6,291412,"Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)",No UCC match found above confidence threshold
HS6,291413,"Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)",No UCC match found above confidence threshold
HS6,291419,"Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1",No UCC match found above confidence threshold
HS6,291422,"Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones",No UCC match found above confidence threshold
HS6,291423,"Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones",No UCC match found above confidence threshold
HS6,291429,"Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones",No UCC match found above confidence threshold
HS6,291431,"Ketones; aromatic, (without other oxygen function), phenylacetone (phenylpropan-2-one)",No UCC match found above confidence threshold
HS6,291439,"Ketones; aromatic, (without other oxygen function), excluding phenylacetone (phenylpropan-2-one)",No UCC match found above confidence threshold
HS6,291440,Ketone-alcohols and ketone-aldehydes,No UCC match found above confidence threshold
HS6,291450,Ketone-phenols and ketones with other oxygen function,No UCC match found above confidence threshold
HS6,291461,Quinones; anthraquinone,No UCC match found above confidence threshold
HS6,291471,"Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives; chlordecone (ISO)",No UCC match found above confidence threshold
HS6,291479,"Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives, other than chlordecone (ISO)",No UCC match found above confidence threshold
HS6,291910,"Esters; phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives; tris(2,3-dibromopropyl) phosphate",No UCC match found above confidence threshold
HS6,291990,"Esters; phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives; other than tris(2,3-dibromopropyl) phosphate",No UCC match found above confidence threshold
HS6,292021,"Esters; phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives, dimethyl phosphite",No UCC match found above confidence threshold
HS6,292022,"Esters; phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives, diethyl phosphite",No UCC match found above confidence threshold
HS6,292023,"Esters; phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives, trimethyl phosphite",No UCC match found above confidence threshold
HS6,292024,"Esters; phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives, triethyl phosphite",No UCC match found above confidence threshold
HS6,292029,"Esters; phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2920",No UCC match found above confidence threshold
HS6,292111,"Amine-function compounds; acyclic monoamines and their derivatives, methylamine, di- or trimethylamine and their salts",No UCC match found above confidence threshold
HS6,292112,"Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Dimethylamino)ethylchloride hydrochloride",No UCC match found above confidence threshold
HS6,292113,"Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Diethylamino)ethylchloride hydrochloride",No UCC match found above confidence threshold
HS6,292114,"Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Diisopropylamino)ethylchloride hydrochloride",No UCC match found above confidence threshold
HS6,292119,"Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.1",No UCC match found above confidence threshold
HS6,292121,"Amine-function compounds; acyclic polyamines and their derivatives, ethylenediamine and its salts",No UCC match found above confidence threshold
HS6,292122,"Amine-function compounds; acyclic polyamines and their derivatives, hexamethylenediamine and its salts",No UCC match found above confidence threshold
HS6,292129,"Amine-function compounds; acyclic polyamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.2",No UCC match found above confidence threshold
HS6,292130,"Amine-function compounds; cyclanic, cyclenic or cycloterpenic mono- or polyamines and their derivatives; salts thereof",No UCC match found above confidence threshold
HS6,292141,"Amine-function compounds; aromatic monoamines and their derivatives, aniline and its salts",No UCC match found above confidence threshold
HS6,292142,"Amine-function-compounds; aromatic monoamines and their derivatives, aniline derivatives and their salts",No UCC match found above confidence threshold
HS6,292143,"Amine-function compounds; aromatic monoamines and their derivatives, toluidines and their derivatives; salts thereof",No UCC match found above confidence threshold
HS6,292144,"Amine-function compounds; aromatic monoamines and their derivatives, diphenylamine and its derivatives; salts thereof",No UCC match found above confidence threshold
HS6,292145,"Amine-function compounds; aromatic monoamines and their derivatives; 1-naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta-naphthaylamine) and their derivatives; salts thereof",No UCC match found above confidence threshold
HS6,292146,"Amine-function compounds; aromatic monoamines and derivatives; amphetamine (INN), benzphetamine (INN), dexamphetamine (INN), etilamphetamine (INN), fencamfamin (INN), lefetamine (INN), levamphetamine (INN), mefenorex (INN), phentermine (INN); salts of",No UCC match found above confidence threshold
