Classification,Code,Description,Parent Code,Level,IsBasicLevel
H5,842959,"Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50",8429,6,1
H5,843010,Pile-drivers and pile-extractors,8430,6,1
H5,843020,Snow-ploughs and snow-blowers,8430,6,1
H5,843031,Coal or rock cutters and tunnelling machinery; self-propelled,8430,6,1
H5,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,8430,6,1
H5,843041,"Boring or sinking machinery; self-propelled, n.e.c. in heading no. 8430",8430,6,1
H5,843049,Boring and sinking machinery; not self-propelled,8430,6,1
H5,843050,"Machinery; for handling earth, minerals or ores, self-propelled, n.e.c. in heading no. 8430",8430,6,1
H5,843061,"Machinery; for tamping or compacting, not self-propelled",8430,6,1
H5,843069,"Machinery; for moving, levelling, scraping, grading, excavating earth minerals or ores; not self propelled n.e.c in 84.30",8430,6,1
H5,843110,Machinery; parts of the machinery of heading no. 8425,8431,6,1
H5,843120,Machinery; parts of the machinery of heading no. 8427,8431,6,1
H5,843131,"Lifts, skip hoists or escalators; parts thereof",8431,6,1
H5,843139,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)",8431,6,1
H5,843141,"Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430",8431,6,1
H5,843142,Machinery parts; bulldozer or angledozer blades,8431,6,1
H5,843143,Boring or sinking machinery; parts of the machinery of item no. 8430.41 or 8430.41,8431,6,1
H5,843149,"Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431",8431,6,1
H5,843210,Ploughs; for soil preparation,8432,6,1
H5,843221,Harrows; disc harrows,8432,6,1
H5,843229,"Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes",8432,6,1
H5,843231,"Seeders, planters and transplanters; no-till direct seeders, planters and transplanters",8432,6,1
H5,843239,"Seeders, planters and transplanters; other than no-till direct seeders, planters and transplanters",8432,6,1
H5,843241,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; manure spreaders",8432,6,1
H5,843242,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; fertiliser distributors",8432,6,1
H5,843280,Rollers; for lawns or sports-grounds,8432,6,1
H5,843290,Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds,8432,6,1
H5,843311,"Mowers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane",8433,6,1
H5,843319,"Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane",8433,6,1
H5,843320,Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting),8433,6,1
H5,843330,Haymaking machinery,8433,6,1
H5,843340,"Balers; straw or fodder balers, including pick-up balers",8433,6,1
H5,843351,Combine harvester-threshers,8433,6,1
H5,843352,Threshing machinery; other than combine harvester-threshers,8433,6,1
H5,843353,Harvesting machinery; for roots or tubers,8433,6,1
H5,843359,Harvesting machinery; n.e.c. in heading no. 8433,8433,6,1
H5,843360,"Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce",8433,6,1
H5,843390,"Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers",8433,6,1
H5,843410,Milking machines,8434,6,1
H5,843420,Dairy machinery,8434,6,1
H5,843490,Milking machines and dairy machinery; parts thereof,8434,6,1
H5,843510,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",8435,6,1
H5,843590,"Presses, crushers and similar machinery; parts, used in the manufacture of wine, cider, fruit juices or similar beverages",8435,6,1
H5,843610,Machinery; for preparing animal feeding stuffs,8436,6,1
H5,843621,Poultry incubators and brooders,8436,6,1
H5,843629,Poultry-keeping machinery; other than incubators and brooders,8436,6,1
H5,843680,"Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436",8436,6,1
H5,843691,Machinery; parts of poultry-keeping machinery or poultry incubators and brooders,8436,6,1
H5,843699,"Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436",8436,6,1
H5,843710,"Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables",8437,6,1
H5,843780,"Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery",8437,6,1
H5,843790,"Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)",8437,6,1
H5,843810,"Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products",8438,6,1
H5,843820,"Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate",8438,6,1
H5,843830,"Machinery; industrial, for sugar manufacture",8438,6,1
H5,843840,"Machinery; industrial, brewery machinery",8438,6,1
H5,843850,"Machinery; industrial, for the preparation of meat or poultry",8438,6,1
H5,843860,"Machinery; industrial, for the preparation of fruits, nuts or vegetables",8438,6,1
H5,843880,"Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438",8438,6,1
H5,843890,Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink,8438,6,1
H5,843910,Machinery; for making pulp of fibrous cellulosic material,8439,6,1
H5,843920,Machinery; for making paper or paperboard,8439,6,1
H5,843930,Machinery; for finishing paper or paperboard,8439,6,1
H5,843991,Machinery; parts of machinery for making pulp of fibrous cellulosic material,8439,6,1
H5,843999,Machinery; parts of machinery for making or finishing paper or paperboard,8439,6,1
H5,844010,Book-binding machinery; including book-sewing machines,8440,6,1
H5,844090,"Book-binding machinery; including book-sewing machines, parts thereof",8440,6,1
H5,844110,"Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard",8441,6,1
H5,844120,"Machines; for making bags, sacks or envelopes of paper pulp, paper or paperboard",8441,6,1
H5,844130,"Machines; for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard",8441,6,1
H5,844140,"Machines; for moulding articles, in paper pulp, paper or paperboard",8441,6,1
H5,844180,"Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard",8441,6,1
H5,844190,"Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds",8441,6,1
H5,844230,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components",8442,6,1
H5,844240,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof",8442,6,1
H5,844250,"Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)",8442,6,1
H5,844311,"Printing machinery; offset, reel-fed",8443,6,1
H5,844312,"Printing machinery; offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)",8443,6,1
H5,844313,"Printing machinery; offset, n.e.c. in item no. 8443.1",8443,6,1
H5,844314,"Printing machinery; letterpress, reel-fed, excluding flexographic printing",8443,6,1
H5,844315,"Printing machinery; letterpress, other than reel-fed, excluding flexographic printing",8443,6,1
H5,844316,Printing machinery; flexographic,8443,6,1
H5,844317,Printing machinery; gravure,8443,6,1
H5,844319,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1",8443,6,1
H5,844331,"Printing, copying, and facsimile machines; machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network",8443,6,1
H5,844332,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network",8443,6,1
H5,844339,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network",8443,6,1
H5,844391,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; parts and accessories",8443,6,1
H5,844399,"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91",8443,6,1
H5,844400,"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials",8444,6,1
H5,844511,Textile machinery; carding machines for preparing textile fibres,8445,6,1
H5,844512,Textile machinery; combing machines for preparing textile fibres,8445,6,1
H5,844513,Textile machinery; drawing or roving machines for preparing textile fibres,8445,6,1
H5,844519,"Textile machinery; n.e.c. in heading no. 8445, for preparing textile fibres",8445,6,1
H5,844520,Textile machinery; spinning machines,8445,6,1
H5,844530,Textile machinery; doubling or twisting machines,8445,6,1
H5,844540,Textile machinery; winding (including weft-winding) or reeling machines,8445,6,1
H5,844590,Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445,8445,6,1
H5,844610,Weaving machines (looms); for weaving fabrics of a width 30cm or less,8446,6,1
H5,844621,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, power looms",8446,6,1
H5,844629,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms",8446,6,1
H5,844630,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type",8446,6,1
H5,844711,"Knitting machines; circular, with cylinder diameter not exceeding 165mm",8447,6,1
H5,844712,"Knitting machines; circular, with cylinder diameter exceeding 165mm",8447,6,1
H5,844720,"Knitting machines; flat, stitch-bonding machines",8447,6,1
H5,844790,"Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting",8447,6,1
H5,844811,"Machinery, auxiliary; dobbies and jacquards, card reducing, copying, punching or assembling machines for use therewith",8448,6,1
H5,844819,"Machinery, auxiliary; for machines of heading no. 8444, 8445, 8446 or 8447, n.e.c. in item no. 8448.11",8448,6,1
H5,844820,Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444,8448,6,1
H5,844831,"Machines, card clothing; parts and accessories",8448,6,1
H5,844832,"Machines; parts and accessories of machines or auxiliary machinery for preparing textile fibres, other than card clothing",8448,6,1
H5,844833,"Machines; parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers",8448,6,1
H5,844839,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8445, n.e.c. in item no. 8448.3",8448,6,1
H5,844842,"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof, reeds for looms, healds and heald-frames",8448,6,1
H5,844849,"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof n.e.c. in item no. 8448.4",8448,6,1
H5,844851,"Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, needles and other articles used in forming stitches",8448,6,1
H5,844859,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches",8448,6,1
H5,844900,"Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats",8449,6,1
H5,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",8450,6,1
H5,845012,"Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg",8450,6,1
H5,845019,"Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg",8450,6,1
H5,845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg",8450,6,1
H5,845090,Washing machines; parts for household or laundry-type,8450,6,1
H5,845110,Dry-cleaning machines,8451,6,1
H5,845121,Drying machines; of a dry linen capacity not exceeding 10kg,8451,6,1
H5,845129,Drying machines; of a dry linen capacity exceeding 10kg,8451,6,1
H5,845130,Ironing machines and presses (including fusing presses),8451,6,1
H5,845140,"Machines; for washing, bleaching or dyeing",8451,6,1
H5,845150,"Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics",8451,6,1
H5,845180,"Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings",8451,6,1
H5,845190,"Machinery; parts, of the machinery of heading no. 8451",8451,6,1
H5,845210,Sewing machines; of the household type,8452,6,1
H5,845221,"Sewing machines; (not household type), automatic units",8452,6,1
H5,845229,Sewing machines; not household or automatic unit type,8452,6,1
H5,845230,Sewing machine needles,8452,6,1
H5,845290,"Sewing machines; furniture, bases and covers for sewing machines and parts thereof, and other parts of sewing machines",8452,6,1
H5,845310,"Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines",8453,6,1
H5,845320,"Machinery; for making or repairing footwear, other than sewing machines",8453,6,1
H5,845380,"Machinery; for making or repairing articles of hides, skins or leather, other than sewing machines",8453,6,1
H5,845390,"Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines",8453,6,1
H5,845410,Converters; of a type used in metallurgy or in metal foundries,8454,6,1
H5,845420,Ingot moulds and ladles; of a kind used in metallurgy or in metal foundries,8454,6,1
H5,845430,Casting machines; of a kind used in metallurgy or in metal foundries,8454,6,1
H5,845490,"Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries",8454,6,1
H5,845510,Metal-rolling mills; tube mills,8455,6,1
H5,845521,Metal-rolling mills; hot or combination hot and cold rolling mills,8455,6,1
H5,845522,Metal-rolling mills; cold,8455,6,1
H5,845530,Metal-rolling mills; rolls thereof,8455,6,1
H5,845590,Metal-rolling mills; parts thereof,8455,6,1
H5,845611,Machine-tools; for working any material by removal of material; operated by laser,8456,6,1
H5,845612,Machine-tools; for working any material by removal of material; operated by other light or photon beam processes (not laser),8456,6,1
H5,845620,"Machine-tools; for working any material by removal of material, operated by ultrasonic processes",8456,6,1
H5,845630,"Machine-tools; for working any material by removal of material, operated by electro-discharge processes",8456,6,1
H5,845640,Machine tools; for working any material by removal of material; operated by plasma arc processes;,8456,6,1
H5,845650,Machine tools; for working any material by removal of material; operated by water-jet cutting machines,8456,6,1
H5,845690,Machine tools; for working any material by removal of material; operated by other processes n.e.c. in heading 8456,8456,6,1
H5,845710,Machining centres; for working metal,8457,6,1
H5,845720,"Machines; unit construction machines (single station), for working metal",8457,6,1
H5,845730,"Metal machines; multi-station transfer machines, for working metal",8457,6,1
H5,845811,"Lathes; for removing metal, horizontal, numerically controlled",8458,6,1
H5,845819,"Lathes; for removing metal, horizontal, other than numerically controlled",8458,6,1
H5,845891,"Lathes; for removing metal, numerically controlled, other than horizontal lathes",8458,6,1
H5,845899,"Lathes; for removing metal, other than horizontal or numerically controlled lathes",8458,6,1
H5,845910,"Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458",8459,6,1
H5,845921,"Machine-tools; for drilling by removing metal, numerically controlled",8459,6,1
H5,845929,"Machine-tools; for drilling by removing metal, other than numerically controlled",8459,6,1
H5,845931,"Machine-tools; for boring-milling by removing metal, numerically controlled",8459,6,1
H5,845939,"Machine-tools; for boring-milling by removing metal, other than numerically controlled",8459,6,1
H5,845941,"Machine-tools; for boring by removing metal, numerically controlled boring machines, n.e.c. in heading 8459",8459,6,1
H5,845949,"Machine-tools; for boring by removing metal, not numerically controlled boring machines, n.e.c. in heading 8459",8459,6,1
H5,845951,"Machine-tools; for milling by removing metal, knee-type, numerically controlled",8459,6,1
H5,845959,"Machine-tools; for milling by removing metal, knee-type, other than numerically controlled",8459,6,1
H5,845961,"Machine-tools; for milling by removing metal, (not knee-type), numerically controlled",8459,6,1
H5,845969,"Machine-tools; for milling by removing metal, not knee-type, other than numerically controlled",8459,6,1
H5,845970,Machine-tools; for threading or tapping by removing metal,8459,6,1
H5,846012,"Machine-tools; flat-surface grinding machines, numerically controlled",8460,6,1
H5,846019,"Machine-tools; flat-surface grinding machines, other than numerically controlled",8460,6,1
H5,846022,"Machine-tools; grinding machines (excluding flat-surface), centreless, numerically controlled",8460,6,1
H5,846023,"Machine-tools; cylindrical grinding machines (excluding flat-surface and centreless), numerically controlled",8460,6,1
H5,846024,"Machine-tools; grinding machines (excluding flat-surface, cylindrical and centreless), numerically controlled",8460,6,1
H5,846029,"Machine-tools; grinding machines (excluding flat-surface), other than numerically controlled",8460,6,1
H5,846031,"Machine-tools; sharpening (tool or cutter grinding) machines, numerically controlled",8460,6,1
H5,846039,"Machine-tools; sharpening (tool or cutter grinding) machines, other than numerically controlled",8460,6,1
H5,846040,Machine-tools; for honing or lapping,8460,6,1
H5,846090,"Machine-tools; for deburring, grinding, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products, n.e.c. in heading no. 8460",8460,6,1
H5,846120,"Machine-tools; shaping or slotting machines, working by removing metal, sintered metal carbides or cermets",8461,6,1
H5,846130,"Machine-tools; broaching machines, working by removing metal, sintered metal carbides or cermets",8461,6,1
H5,846140,"Machine-tools; gear cutting, gear grinding or gear finishing machines, working by removing metal, sintered metal carbides or cermets",8461,6,1
H5,846150,"Machine-tools; sawing or cutting-off machines, working by removing metal, sintered metal carbides or cermets",8461,6,1
H5,846190,"Machine-tools; planing machines, and other machine-tools n.e.c. in heading no. 8461; working by removing metal, sinistered metal carbides or cerments.",8461,6,1
H5,846210,"Machine-tools; forging or die-stamping machines (including presses) and hammers, for working metal",8462,6,1
H5,846221,"Machine-tools; bending, folding, straightening or flattening machines (including presses), numerically controlled, for working metal",8462,6,1
H5,846229,"Machine-tools; bending, folding, straightening or flattening machines (including presses), (other than numerically controlled), for working metal",8462,6,1
H5,846231,"Machine-tools; shearing machines (including presses), (other than combined punching and shearing machines), numerically controlled, for working metal",8462,6,1
H5,846239,"Machine-tools; shearing machines (including presses), (other than combined punching and shearing machines, other than numerically controlled), for working metal",8462,6,1
H5,846241,"Machine-tools; punching or notching machines (including presses), including combined punching and shearing machines, numerically controlled, for working metal",8462,6,1
H5,846249,"Machine-tools; punching or notching machines (including presses), including combined punching and shearing machines, (not numerically controlled), for working metal",8462,6,1
H5,846291,"Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, hydraulic presses",8462,6,1
H5,846299,"Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, other than hydraulic presses",8462,6,1
H5,846310,"Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, draw-benches for bars, tubes, profiles, wire or the like",8463,6,1
H5,846320,"Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, thread rolling machines",8463,6,1
H5,846330,"Machine-tools; machines for working wire, without removing material",8463,6,1
H5,846390,"Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463",8463,6,1
H5,846410,"Machine-tools; sawing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass",8464,6,1
H5,846420,"Machine-tools; grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass",8464,6,1
H5,846490,"Machine-tools; for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)",8464,6,1
H5,846510,"Machine-tools; which can carry out different types of machining operations without tool change between such operations, for working wood, cork, bone, hard rubber, hard plastics or similar",8465,6,1
H5,846520,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; machining centres",8465,6,1
H5,846591,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; sawing machines",8465,6,1
H5,846592,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; planing, milling or moulding (by cutting) machines",8465,6,1
H5,846593,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; grinding, sanding or polishing machines",8465,6,1
H5,846594,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; bending or assembling machines",8465,6,1
H5,846595,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; drilling or morticing machines",8465,6,1
H5,846596,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; splitting, slicing or paring machines",8465,6,1
H5,846599,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; n.e.c. in heading no. 8465",8465,6,1
H5,846610,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; tool holders and self-opening dieheads,8466,6,1
H5,846620,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; work holders,8466,6,1
H5,846630,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; dividing heads and other special attachments for machines,8466,6,1
H5,846691,"Parts & accessories suited for use solely/principally; for the machines of heading no. 8464, n.e.c. in heading no. 8466",8466,6,1
H5,846692,"Parts & accessories suited for use solely/principally for the machines of heading no. 8465, n.e.c. in heading no. 8466",8466,6,1
H5,846693,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; n.e.c. in heading no. 8466,8466,6,1
H5,846694,"Machine-tools; parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466",8466,6,1
H5,846711,"Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)",8467,6,1
H5,846719,"Tools; for working in the hand, pneumatic, other than rotary type",8467,6,1
H5,846721,"Tools; for working in the hand, with self-contained electric motor; drills of all kinds",8467,6,1
H5,846722,"Tools; for working in the hand, with self-contained electric motor; saws",8467,6,1
H5,846729,"Tools; for working in the hand, with self-contained electric motor; other than saws and drills",8467,6,1
H5,846781,"Tools; for working in the hand, chain saws with self-contained non-electric motor",8467,6,1
H5,846789,"Tools; for working in the hand, (other than chain saws), hydraulic or with self-contained non-electric motor, (not pneumatic)",8467,6,1
H5,846791,"Tools; for working in the hand, parts of chain saws, with self-contained non-electric motor",8467,6,1
H5,846792,"Tools; for working in the hand, parts of pneumatic tools",8467,6,1
H5,846799,"Tools; for working in the hand, parts thereof for other than chain saws and pneumatic tools",8467,6,1
H5,846810,"Machinery and apparatus; hand-held blow pipes for soldering, brazing or welding, whether or not capable of cutting",8468,6,1
H5,846820,"Machinery and apparatus; gas operated machinery and apparatus n.e.c. in item no. 8468.10, for soldering, brazing or welding, whether or not capable of cutting",8468,6,1
H5,846880,"Machinery and apparatus; for soldering, brazing or welding, whether or not capable of cutting, n.e.c. in heading no. 8468",8468,6,1
H5,846890,"Machinery and apparatus; parts, soldering, brazing or welding, whether or not capable of cutting, parts thereof",8468,6,1
H5,847010,"Calculating machines; electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions",8470,6,1
H5,847021,"Calculating machines; electronic, incorporating a printing device, needing an external source of power",8470,6,1
H5,847029,"Calculating machines; electronic, (not incorporating a printing device), needing an external power source",8470,6,1
H5,847030,Calculating machines; non-electronic,8470,6,1
H5,847050,Cash registers,8470,6,1
H5,847090,Machines incorporating a calculating device; n.e.c. in heading no. 8470,8470,6,1
H5,847130,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display",8471,6,1
H5,847141,"Automatic data processing machines; comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30",8471,6,1
H5,847149,"Automatic data processing machines; presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41",8471,6,1
H5,847150,"Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units",8471,6,1
H5,847160,"Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing",8471,6,1
H5,847170,Units of automatic data processing machines; storage units,8471,6,1
H5,847180,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70",8471,6,1
H5,847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",8471,6,1
H5,847210,Office machines; duplicating machines,8472,6,1
H5,847230,"Office machines; for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",8472,6,1
H5,847290,Office machines; not elsewhere classified,8472,6,1
H5,847321,"Calculating machines; parts and accessories of the electronic calculating machines of item no. 8470.10, 8470.21 or 8470.29 (other than covers, carrying cases and the like)",8473,6,1
H5,847329,"Machinery; parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)",8473,6,1
H5,847330,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8471",8473,6,1
H5,847340,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8472",8473,6,1
H5,847350,"Machines; parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472",8473,6,1
H5,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",8474,6,1
H5,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",8474,6,1
H5,847431,Machines; concrete or mortar mixers,8474,6,1
H5,847432,Machines; for mixing mineral substances with bitumen,8474,6,1
H5,847439,"Machines; for mixing or kneading mineral substances, excluding concrete mixers and machines for mixing mineral substances with bitumen",8474,6,1
H5,847480,"Machines; for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials in powder or paste form, machines for forming foundry moulds of sand",8474,6,1
H5,847490,"Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand; parts",8474,6,1
H5,847510,"Machines; for assembling electric or electronic lamps, tubes, valves or flash-bulbs, in glass envelopes",8475,6,1
H5,847521,"Machines; for manufacturing or hot working glass or glassware, for making optical fibres and preforms thereof",8475,6,1
H5,847529,"Machines; for manufacturing or hot working glass or glassware, not for making optical fibres and preforms thereof",8475,6,1
H5,847590,"Machines; parts, of those for assembling electric or electronic lamps, tubes, valves or flash-bulbs, in glass envelopes and manufacturing or hot working glass or glassware",8475,6,1
H5,847621,"Machines; automatic beverage-vending machines, incorporating heating or refrigerating devices",8476,6,1
H5,847629,"Machines; automatic beverage-vending machines, not incorporating heating or refrigerating devices",8476,6,1
H5,847681,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), incorporating heating or refrigerating devices",8476,6,1
H5,847689,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), not incorporating heating or refrigerating devices",8476,6,1
H5,847690,Machines; parts of automatic goods-vending machines,8476,6,1
H5,847710,"Machinery; injection-moulding machines, for working rubber or plastics or for the manufacture of products from these materials",8477,6,1
H5,847720,"Machinery; extruders, for working rubber or plastics or for the manufacture of products from these materials",8477,6,1
H5,847730,"Machinery; blow moulding machines, for working rubber or plastics or for the manufacture of products from these materials",8477,6,1
H5,847740,"Machinery; vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials",8477,6,1
H5,847751,Machinery; for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,8477,6,1
H5,847759,"Machinery; for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",8477,6,1
H5,847780,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",8477,6,1
H5,847790,"Machinery; parts of the machines of heading no. 8477, n.e.c. in item no. 8477.90",8477,6,1
H5,847810,"Machinery; for preparing or making up tobacco, n.e.c. in this chapter",8478,6,1
H5,847890,"Machinery; parts of those for preparing or making up tobacco, n.e.c. in this chapter",8478,6,1
H5,847910,"Machinery and mechanical appliances; for public works, building or the like",8479,6,1
H5,847920,Machinery; for the extraction or preparation of animal or fixed vegetable fats or oils,8479,6,1
H5,847930,Machinery and mechanical appliances; presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,8479,6,1
H5,847940,Machines; for making rope or cable,8479,6,1
H5,847950,"Machinery and mechanical appliances; industrial robots, n.e.c. or included",8479,6,1
H5,847960,Machinery and mechanical appliances; evaporative air coolers,8479,6,1
H5,847971,"Machinery and mechanical appliances; passenger boarding bridges, of a kind used in airports",8479,6,1
H5,847979,"Machinery and mechanical appliances; passenger boarding bridges, other than of a kind used in airports",8479,6,1
H5,847981,"Machines and mechanical appliances; for treating metal, including electric wire coil-winders",8479,6,1
