Classification,Code,Description,Parent Code,Level,IsBasicLevel
H5,847982,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",8479,6,1
H5,847989,"Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter",8479,6,1
H5,847990,"Machines and mechanical appliances; parts, of those having individual functions",8479,6,1
H5,848010,Moulding boxes; for metal foundry,8480,6,1
H5,848020,"Mould bases; for metal, metal carbides, glass, mineral materials, rubber or plastics",8480,6,1
H5,848030,"Moulding patterns; of metal, metal carbides, glass, mineral materials, rubber or plastics",8480,6,1
H5,848041,"Moulds; for metal or metal carbides, injection or compression types",8480,6,1
H5,848049,"Moulds; for metal or metal carbides, other than injection or compression types",8480,6,1
H5,848050,Moulds; for glass,8480,6,1
H5,848060,Moulds; for mineral materials,8480,6,1
H5,848071,"Moulds; for rubber or plastics, injection or compression types",8480,6,1
H5,848079,"Moulds; for rubber or plastics, other than injection or compression types",8480,6,1
H5,848110,"Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like",8481,6,1
H5,848120,Valves; for oleohydraulic or pneumatic transmissions,8481,6,1
H5,848130,"Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like",8481,6,1
H5,848140,"Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like",8481,6,1
H5,848180,"Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves",8481,6,1
H5,848190,"Taps, cocks, valves and similar appliances; parts thereof",8481,6,1
H5,848210,Ball bearings,8482,6,1
H5,848220,"Bearings; tapered roller bearings, including cone and tapered roller assemblies",8482,6,1
H5,848230,Bearings; spherical roller bearings,8482,6,1
H5,848240,Bearings; needle roller bearings,8482,6,1
H5,848250,Bearings; cylindrical roller bearings n.e.c. in heading no. 8482,8482,6,1
H5,848280,"Bearings; n.e.c. in heading no. 8482, including combined ball/roller",8482,6,1
H5,848291,"Bearings; parts, balls, needles and rollers",8482,6,1
H5,848299,"Bearings; parts, (other than balls, needles and rollers)",8482,6,1
H5,848310,Transmission shafts (including cam shafts and crank shafts) and cranks,8483,6,1
H5,848320,"Bearing housings, incorporating ball or roller bearings",8483,6,1
H5,848330,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings",8483,6,1
H5,848340,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters",8483,6,1
H5,848350,"Pulleys and flywheels, including pulley blocks",8483,6,1
H5,848360,Clutches and shaft couplings (including universal joints),8483,6,1
H5,848390,"Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts",8483,6,1
H5,848410,Gaskets and similar joints; of metal sheeting combined with other material or two or more layers of metal,8484,6,1
H5,848420,Seals; mechanical,8484,6,1
H5,848490,"Gasket sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings",8484,6,1
H5,848610,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers,8486,6,1
H5,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,8486,6,1
H5,848630,Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays,8486,6,1
H5,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",8486,6,1
H5,848690,Machines and apparatus of heading 8486; parts and accessories,8486,6,1
H5,848710,Ships' or boats' propellers and blades therefor,8487,6,1
H5,848790,"Machinery parts; not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.c. in chapter 84, other than ships' or boats' propellers and blades therefor",8487,6,1
H5,850110,Electric motors; of an output not exceeding 37.5W,8501,6,1
H5,850120,Electric motors; universal AC/DC of an output exceeding 37.5W,8501,6,1
H5,850131,"Electric motors and generators; DC, of an output not exceeding 750W",8501,6,1
H5,850132,"Electric motors and generators; DC, of an output exceeding 750W but not exceeding 75kW",8501,6,1
H5,850133,"Electric motors and generators; DC, of an output exceeding 75kW but not exceeding 375kW",8501,6,1
H5,850134,"Electric motors and generators; DC, of an output exceeding 375kW",8501,6,1
H5,850140,"Electric motors; AC motors, single-phase",8501,6,1
H5,850151,"Electric motors; AC motors, multi-phase, of an output not exceeding 750W",8501,6,1
H5,850152,"Electric motors; AC motors, multi-phase, of an output exceeding 750W but not exceeding 75kW",8501,6,1
H5,850153,"Electric motors; AC motors, multi-phase, of an output exceeding 75kW",8501,6,1
H5,850161,"Generators; AC generators, (alternators), of an output not exceeding 75kVA",8501,6,1
H5,850162,"Electric generators; AC generators, (alternators), of an output exceeding 75kVA but not exceeding 375kVA",8501,6,1
H5,850163,"Electric generators; AC generators, (alternators), of an output exceeding 375kVA but not exceeding 750kVA",8501,6,1
H5,850164,"Electric generators; AC generators, (alternators), of an output exceeding 750kVA",8501,6,1
H5,850211,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output not exceeding 75kVA",8502,6,1
H5,850212,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 75kVA but not exceeding 375kVA",8502,6,1
H5,850213,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA",8502,6,1
H5,850220,Electric generating sets; with spark-ignition internal combustion piston engines,8502,6,1
H5,850231,"Electric generating sets; wind-powered, (excluding those with spark-ignition or compression-ignition internal combustion piston engines)",8502,6,1
H5,850239,"Electric generating sets; (excluding those with spark-ignition or compression-ignition internal combustion piston engines), other than wind powered",8502,6,1
H5,850240,Electric rotary converters,8502,6,1
H5,850300,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502,8503,6,1
H5,850410,Discharge lamps or tubes; ballasts therefor,8504,6,1
H5,850421,"Electrical transformers; liquid dielectric, having a power handling capacity not exceeding 650kVA",8504,6,1
H5,850422,"Electrical transformers; liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA",8504,6,1
H5,850423,"Electrical transformers; liquid dielectric, having a power handling capacity exceeding 10,000kVA",8504,6,1
H5,850431,"Electrical transformers; n.e.c. in item no. 8504.2, having a power handling capacity not exceeding 1kVA",8504,6,1
H5,850432,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 1kVA but not exceeding 16kVA",8504,6,1
H5,850433,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA",8504,6,1
H5,850434,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 500kVA",8504,6,1
H5,850440,Electrical static converters,8504,6,1
H5,850450,Electrical inductors; n.e.c. in heading no. 8504,8504,6,1
H5,850490,"Electrical transformers, static converters and inductors; parts thereof",8504,6,1
H5,850511,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, of metal",8505,6,1
H5,850519,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal",8505,6,1
H5,850520,"Magnets; electro-magnetic couplings, clutches and brakes",8505,6,1
H5,850590,"Magnets; electro-magnets, holding devices and parts n.e.c. in heading no. 8505",8505,6,1
H5,850610,"Cells and batteries; primary, manganese dioxide",8506,6,1
H5,850630,"Cells and batteries; primary, mercuric oxide",8506,6,1
H5,850640,"Cells and batteries; primary, silver oxide",8506,6,1
H5,850650,"Cells and batteries; primary, lithium",8506,6,1
H5,850660,"Cells and batteries; primary, air-zinc",8506,6,1
H5,850680,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)",8506,6,1
H5,850690,"Cells and batteries; primary, parts thereof",8506,6,1
H5,850710,"Electric accumulators; lead-acid, of a kind used for starting piston engines, including separators, whether or not rectangular (including square)",8507,6,1
H5,850720,"Electric accumulators; lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)",8507,6,1
H5,850730,"Electric accumulators; nickel-cadmium, including separators, whether or not rectangular (including square)",8507,6,1
H5,850740,"Electric accumulators; nickel-iron, including separators, whether or not rectangular (including square)",8507,6,1
H5,850750,"Electric accumulators; nickel-metal hydride, including separators, whether or not rectangular (including square)",8507,6,1
H5,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",8507,6,1
H5,850780,"Electric accumulators; other than lead-acid, nickel-cadmium, nickel-iron, nickel-metal hydride and lithium-ion, including separators, whether or not rectangular (including square)",8507,6,1
H5,850790,Electric accumulators; parts n.e.c. in heading no. 8507,8507,6,1
H5,850811,"Vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20L",8508,6,1
