hs10_code,hs10_description,ucc_code,ucc_description,confidence_level,match_score,match_reasoning,match_method,demographic_split
6402998061,"WOMEN'S FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, VALUED OVER $6.50 BUT NOT OVER $12 PER PAIR, NESOI",400310,WOMEN''S FOOTWEAR,HIGH,0.82,"anchor tokens: FOOTWEAR, WOMEN; bigram matches: WOMEN FOOTWEAR",deterministic,1.0
6402999031,"MEN'S FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, VALUED OVER $12 PER PAIR, NESOI",400110,MEN''S FOOTWEAR,HIGH,0.82,"anchor tokens: FOOTWEAR, MEN; bigram matches: MEN FOOTWEAR",deterministic,1.0
6402999035,"MEN'S FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, VALUED OVER $12 PER PAIR, NESOI",400110,MEN''S FOOTWEAR,HIGH,0.82,"anchor tokens: FOOTWEAR, MEN; bigram matches: MEN FOOTWEAR",deterministic,1.0
6402999061,"WOMEN'S FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, VALUED OVER $12 PER PAIR, NESOI",400310,WOMEN''S FOOTWEAR,HIGH,0.82,"anchor tokens: FOOTWEAR, WOMEN; bigram matches: WOMEN FOOTWEAR",deterministic,1.0
6402999065,"WOMEN'S FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, VALUED OVER $12 PER PAIR, NESOI",400310,WOMEN''S FOOTWEAR,HIGH,0.82,"anchor tokens: FOOTWEAR, WOMEN; bigram matches: WOMEN FOOTWEAR",deterministic,1.0
6403191000,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FTWR: MEN YOUTHS AND BOYS WELT FTWR, GOLF SHOES",400110,MEN''S FOOTWEAR,MEDIUM-HIGH,0.6937,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403191000,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FTWR: MEN YOUTHS AND BOYS WELT FTWR, GOLF SHOES",400210,BOYS'' FOOTWEAR,MEDIUM-HIGH,0.6937,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403192000,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FTWR: OTHER FOR MEN YOUTHS AND BOYS WELT FOOTWR",400110,MEN''S FOOTWEAR,MEDIUM-HIGH,0.6967,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403192000,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FTWR: OTHER FOR MEN YOUTHS AND BOYS WELT FOOTWR",400210,BOYS'' FOOTWEAR,MEDIUM-HIGH,0.6967,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403193090,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FTWR: FOR MEN YOUTHS & BOYS OTHER THAN PIGSKIN",400110,MEN''S FOOTWEAR,HIGH,0.7,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403193090,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FTWR: FOR MEN YOUTHS & BOYS OTHER THAN PIGSKIN",400210,BOYS'' FOOTWEAR,HIGH,0.7,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403195031,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FTWR: GOLF FOR WOMEN",400310,WOMEN''S FOOTWEAR,HIGH,0.7083,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403195061,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FOOTWEAR: FOR WOMEN: OTH THAN PIGS",400310,WOMEN''S FOOTWEAR,HIGH,0.7083,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403195091,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FOOTWEAR: GOLF SHOES FOR OTHER THAN WOMEN",400310,WOMEN''S FOOTWEAR,HIGH,0.7083,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403197061,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FOOTWEAR: OTH THN GOLF,OTH THN PIGSKN FOR WOMEN",400310,WOMEN''S FOOTWEAR,HIGH,0.7,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403197091,"FOOTWEAR WITH OUTER SOLES OF RUBBER,PLASTICS,LEATHER,COMPOSITION LEATHER AND UPPERS OF LEATHER: SPORTS FOOTWEAR:  OTH THN GOLF, NOT FOR WOMEN",400310,WOMEN''S FOOTWEAR,HIGH,0.7038,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403513015,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: WELT FOOTWEAR FOR MEN: WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403513030,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: WELT FOOTWEAR FOR MEN: OTHER EXCEPT WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403513060,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: WELT FOOTWEAR FOR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403513071,"OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: WELT FOOTWEAR, NOT FOR MEN OR WOMEN",400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403513071,"OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: WELT FOOTWEAR, NOT FOR MEN OR WOMEN",400310,WOMEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403515000,"FOOTWEAR WITH UPPERS OF LEATHER NESOI WITH OUTER SOLES OF LEATHER, FOOTWARE COVERING THE ANKLE, FOR MEN, YOUTH, OR BOYS",400110,MEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403515000,"FOOTWEAR WITH UPPERS OF LEATHER NESOI WITH OUTER SOLES OF LEATHER, FOOTWARE COVERING THE ANKLE, FOR MEN, YOUTH, OR BOYS",400210,BOYS'' FOOTWEAR,HIGH,0.7136,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403516015,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR MEN: WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403516030,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR MEN: EXCEPT WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403516060,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR YOUTHS AND BOYS,400210,BOYS'' FOOTWEAR,HIGH,0.7278,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403518000,"FOOTWEAR WITH UPPERS OF LEATHER NESOI WITH OUTER SOLES OF LEATHER, FOOTWEAR COVERING THE ANKLE FOR PERSONS OTHER THAN MEN YOUTH OR BOYS",400110,MEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403518000,"FOOTWEAR WITH UPPERS OF LEATHER NESOI WITH OUTER SOLES OF LEATHER, FOOTWEAR COVERING THE ANKLE FOR PERSONS OTHER THAN MEN YOUTH OR BOYS",400210,BOYS'' FOOTWEAR,HIGH,0.7136,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403519015,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR WOMEN: WITH PIGSKIN UPPERS,400310,WOMEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403519030,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR WOMEN: EXCEPT WITH PIGSKIN UPPERS,400310,WOMEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403519041,"OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR, FOR OTHER THAN WOMEN",400310,WOMEN''S FOOTWEAR,HIGH,0.7375,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403591520,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: TURN OR TURNED FOOTWEAR: FOR MEN,400110,MEN''S FOOTWEAR,HIGH,0.7375,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403591545,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: TURN OR TURNED FOOTWEAR: FOR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7375,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403591561,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: TURN OR TURNED FOOTWEAR: NOT FOR MEN OR WOMEN,400110,MEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403591561,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: TURN OR TURNED FOOTWEAR: NOT FOR MEN OR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403593020,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: NOT COVERING ANKLE: WELT FOOTWEAR FOR MEN: WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403593040,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: NOT COVERING ANKLE: WELT FOOTWEAR FOR MEN: OTHER EXCEPT WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403593060,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: OTHER NOT COVERING THE ANKLE: WELT FOOTWEAR FOR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403593081,"OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: OTHER NOT COVERING THE ANKLE: WELT FOOTWEAR, NOT FOR MEN OR WOMEN",400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403593081,"OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: OTHER NOT COVERING THE ANKLE: WELT FOOTWEAR, NOT FOR MEN OR WOMEN",400310,WOMEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403595000,"FOOTWEAR WITH UPPERS AND OUTER SOLES OF LEATHER NESOI, FOOTWEAR NOT COVERING THE ANKLE, FOR MEN YOUTH OR BOYS",400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403595000,"FOOTWEAR WITH UPPERS AND OUTER SOLES OF LEATHER NESOI, FOOTWEAR NOT COVERING THE ANKLE, FOR MEN YOUTH OR BOYS",400210,BOYS'' FOOTWEAR,HIGH,0.72,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403596040,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER NOT COVER THE ANKLE: OTHER FOOTWEAR FOR MEN: WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403596060,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER NOT COVER THE ANKLE: OTHER FOOTWEAR FOR MEN: EXCEPT WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403596080,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER NOT COVER THE ANKLE: OTHER FOOTWEAR FOR YOUTHS AND BOYS,400210,BOYS'' FOOTWEAR,HIGH,0.7278,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403598000,"FOOTWEAR WITH UPPERS AND OUTER SOLES OF LEATHER NESOI, FOOTWEAR NOT COVERING THE ANKLE, FOR PERSONS OTHER THAN MEN YOUTH AND BOYS",400110,MEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403598000,"FOOTWEAR WITH UPPERS AND OUTER SOLES OF LEATHER NESOI, FOOTWEAR NOT COVERING THE ANKLE, FOR PERSONS OTHER THAN MEN YOUTH AND BOYS",400210,BOYS'' FOOTWEAR,HIGH,0.7136,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403599030,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER NOT COVER THE ANKLE: OTHER FOOTWEAR FOR WOMEN: WITH PIGSKIN UPPERS,400310,WOMEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403599045,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER NOT COVER THE ANKLE: OTHER FOOTWEAR FOR WOMEN: EXCEPT WITH PIGSKIN UPPERS,400310,WOMEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403599061,OTHER FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS OF LEATHER: NOT COVERING THE ANKLE: OTHER NOT FOR  WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7375,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403911500,"FOOTWEAR WITH UPPERS OF LEATHER AND NON-LEATHER OUTER SOLES, FOOTWEAR COVERING THE ANKLE, TENNIS, BASKETBALL, GYM ETC SHOES FOR MEN, YOUTH AND BOYS",400110,MEN''S FOOTWEAR,MEDIUM-HIGH,0.6937,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403911500,"FOOTWEAR WITH UPPERS OF LEATHER AND NON-LEATHER OUTER SOLES, FOOTWEAR COVERING THE ANKLE, TENNIS, BASKETBALL, GYM ETC SHOES FOR MEN, YOUTH AND BOYS",400210,BOYS'' FOOTWEAR,MEDIUM-HIGH,0.6937,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403913010,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER FTWR: COVERING THE ANKLE: WELT FTWR: WORK FTWR: FOR MEN,400110,MEN''S FOOTWEAR,HIGH,0.7038,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403913035,FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: OTHER FTWR: COVERING THE ANKLE: WELK FTWR: OTHER: FOR MEN WITH PIGSKINUPPERS,400110,MEN''S FOOTWEAR,HIGH,0.7038,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403913040,FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: OTHER FTWR:COVERING THE ANKLE:WELT FTWR:OTHER FOR MEN: EXCEPT WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.7038,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403913080,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER FOOTWEAR: COVERING THE ANKLE: WELT FOOTWEAR: OTHER FOOTWEAR: FOR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403913091,FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: OTHER FTWR: COVERING THE ANKLE: WELT FTWR: OTHER FTWR NOT FOR MEN OR WOMEN,400110,MEN''S FOOTWEAR,HIGH,0.7038,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403913091,FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: OTHER FTWR: COVERING THE ANKLE: WELT FTWR: OTHER FTWR NOT FOR MEN OR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7038,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403915000,"FOOTWEAR WITH UPPERS OF LEATHER AND NON-LEATHER OUTER SOLES, FOOTWEAR COVERING THE ANKLE NESOI, FOR MEN YOUTH AND BOYS",400110,MEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403915000,"FOOTWEAR WITH UPPERS OF LEATHER AND NON-LEATHER OUTER SOLES, FOOTWEAR COVERING THE ANKLE NESOI, FOR MEN YOUTH AND BOYS",400210,BOYS'' FOOTWEAR,HIGH,0.7136,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403916010,"FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: OTHER FTWR: COVERING THE ANKLE: FOR MEN, YOUTHS AND BOYS WORK FOOTWEAR",400110,MEN''S FOOTWEAR,HIGH,0.7,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403916010,"FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: OTHER FTWR: COVERING THE ANKLE: FOR MEN, YOUTHS AND BOYS WORK FOOTWEAR",400210,BOYS'' FOOTWEAR,HIGH,0.7,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403916030,FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: OTHER FTWR: COVERING THE ANKLE: TENNIS SHOES AND THE LIKE MEN WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,MEDIUM-HIGH,0.6967,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403916040,"FOOTWEAR WITH OUTER SOLES OF RUB/PLAS AND UPPERS OF LTHR: OTHER FTWR COVERING THE ANKLE: TENNIS,BASKETBALL,GYM SHOES AND LIKE MEN WITH LEATHER UPPERS",400110,MEN''S FOOTWEAR,MEDIUM-HIGH,0.6912,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403916050,"FOOTWEAR WITH OUTER SOLES OF RUB/PLAS AND UPPERS OF LTHR OTHER FTWR COVERING THE ANKLE TENNIS,BASKETBALL SHOES AND LIKE YOUTHS/BOYS WITH PIGSKIN UPPER",400210,BOYS'' FOOTWEAR,MEDIUM-HIGH,0.6889,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403916060,"FOOTWEAR WITH OUTER SOLES RUB/PLAS UPPERS LEATHER OTHER FTWR COVERINGTHE ANKLE: TENNIS,BASKETBALL,GYM SHOES AND THE LIKE YOUTHS/BOYS WITH LEATHR UPPER",400210,BOYS'' FOOTWEAR,MEDIUM-HIGH,0.6868,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403916065,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR MEN WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403916075,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR MEN EXCEPT WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403916090,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR YOUTHS AND BOYS,400210,BOYS'' FOOTWEAR,HIGH,0.7136,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403918500,"FOOTWEAR WITH UPPERS OF LEATHER AND NON-LEATHER OUTER SOLES, FOOTWEAR COVERING THE ANKLE NESOI, FOR PERSONS OTHER THAN MEN YOUTH OR BOYS",400110,MEN''S FOOTWEAR,HIGH,0.7083,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403918500,"FOOTWEAR WITH UPPERS OF LEATHER AND NON-LEATHER OUTER SOLES, FOOTWEAR COVERING THE ANKLE NESOI, FOR PERSONS OTHER THAN MEN YOUTH OR BOYS",400210,BOYS'' FOOTWEAR,HIGH,0.7083,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403919015,"FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER WORK FTWR FOR OTHER THEN MEN, YOUTHS AND BOYS",400110,MEN''S FOOTWEAR,MEDIUM-HIGH,0.6967,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403919015,"FOOTWEAR WITH OUTER SOLES OF RUBBER/PLASTICS AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER WORK FTWR FOR OTHER THEN MEN, YOUTHS AND BOYS",400210,BOYS'' FOOTWEAR,MEDIUM-HIGH,0.6967,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403919025,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR WITH PIGSKIN UPPERS FOR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403919045,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR FOR EXECT WITH PIGSKIN UPPERS FOR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7083,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403919051,"FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: COVERING THE ANKLE: OTHER FOOTWEAR, NOT FOR WOMEN",400310,WOMEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403992030,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER FOOTWEAR MADE ON A BASE OR PLATFORM OF WOOD FOR MEN,400110,MEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403992060,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER FOOTWEAR MADE ON A BASE OR PLATFORM OF WOOD FOR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7136,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403992090,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER FOOTWEAR MADE ON A BASE OR PLATFORM OF WOOD OTHER THAN MEN & WOMEN.,400110,MEN''S FOOTWEAR,HIGH,0.7083,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403992090,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER FOOTWEAR MADE ON A BASE OR PLATFORM OF WOOD OTHER THAN MEN & WOMEN.,400310,WOMEN''S FOOTWEAR,HIGH,0.7083,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403993500,"FOOTWEAR WITH UPPERS OF LEATHER AND NON-LEATHER OUTER SOLES, FOOTWEAR NOT COVERING THE ANKLE, TENNIS, BASKETBALL, GYM ETC SHOES FOR MEN, YOUTH OR BOYS",400110,MEN''S FOOTWEAR,MEDIUM-HIGH,0.6937,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403993500,"FOOTWEAR WITH UPPERS OF LEATHER AND NON-LEATHER OUTER SOLES, FOOTWEAR NOT COVERING THE ANKLE, TENNIS, BASKETBALL, GYM ETC SHOES FOR MEN, YOUTH OR BOYS",400210,BOYS'' FOOTWEAR,MEDIUM-HIGH,0.6937,"anchor tokens: BOYS, FOOTWEAR",deterministic,1.0
6403994010,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER WELT FOOTWEAR: WORK FOOTWEAR FOR MEN,400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403994035,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER WELT FOOTWEAR: WITH PIGSKIN UPPERS FOR MEN,400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403994055,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER WELT FOOTWEAR: FOR MEN EXCEPT WITH PIGSKIN UPPERS,400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
6403994080,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER WELT FOOTWEAR: FOR WOMEN,400310,WOMEN''S FOOTWEAR,HIGH,0.7278,"anchor tokens: FOOTWEAR, WOMEN",deterministic,1.0
6403994091,FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF LEATHER: OTHER WELT FOOTWEAR: NOT FOR MEN OR WOMEN,400110,MEN''S FOOTWEAR,HIGH,0.72,"anchor tokens: FOOTWEAR, MEN",deterministic,1.0
